,administrative_district,american_indian_alaskan_native_expulsions,american_indian_alaskan_native_principal,american_indian_alaskan_native_removals,american_indian_alaskan_native_superintendent,asian_expulsions,asian_principal,asian_removals,asian_superintendent,black_expulsions,black_principal,black_removals,black_superintendent,dbn,hispanic_expulsions,hispanic_principal,hispanic_removals,hispanic_superintendent,location_category,location_name,multi_racial_expulsions,multi_racial_principal,multi_racial_removals,multi_racial_superintendent,unknown_expulsions,unknown_principal,unknown_removals,unknown_superintendent,white_expulsions,white_principal,white_removals,white_superintendent
869,16,*,*,*,*,*,*,*,*,*,6,*,29,16K308,*,*,*,*,K-8,P.S. 308 Clara Cardwell,*,*,*,*,*,*,*,*,*,*,*,*
870,17,*,*,*,*,*,*,*,*,*,*,*,*,17K289,*,*,*,*,Elementary,P.S. 289 George V. Brower,*,*,*,*,*,*,*,*,*,*,*,*
871,16,*,*,*,*,*,*,*,*,*,*,*,*,16K309,*,*,*,*,Elementary,P.S. 309 The George E. Wibecan Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
872,16,*,*,*,*,*,*,*,*,*,*,12,*,16K335,*,*,*,*,Elementary,P.S. 335 Granville T. Woods,*,*,*,*,*,*,*,*,*,*,*,*
873,16,*,*,*,*,*,*,*,*,*,*,*,7,16K385,*,*,*,*,Junior High-Intermediate-Middle,"School of Business, Finance and Entrepreneurship",*,*,*,*,*,*,*,*,*,*,*,*
874,16,*,*,*,*,*,*,*,*,*,6,*,*,16K393,*,*,*,*,High school,Frederick Douglass Academy IV Secondary School,*,*,*,*,*,*,*,*,*,*,*,*
875,16,*,*,*,*,*,*,*,*,*,*,*,*,16K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
876,16,*,*,*,*,*,*,*,*,*,28,*,12,16K455,*,*,*,*,High school,Boys and Girls High School,*,*,*,*,*,*,*,*,*,*,*,*
877,16,*,*,*,*,*,*,*,*,*,81,*,31,16K498,*,13,*,*,High school,Brooklyn High School for Law and Technology,*,*,*,*,*,*,*,*,*,*,*,*
878,16,*,*,*,*,*,*,*,*,*,*,*,*,16K534,*,*,*,*,Junior High-Intermediate-Middle,Upper School @ P.S. 25,*,*,*,*,*,*,*,*,*,*,*,*
879,16,*,*,*,*,*,*,*,*,*,*,*,*,16K584,*,*,*,*,Junior High-Intermediate-Middle,M.S. 584,*,*,*,*,*,*,*,*,*,*,*,*
880,16,*,*,*,*,*,*,*,*,*,6,*,8,16K594,*,*,*,*,High school,Gotham Professional Arts Academy,*,*,*,*,*,*,*,*,*,*,*,*
881,16,*,*,*,*,*,*,*,*,*,*,*,*,16K627,*,*,*,*,Elementary,Brighter Choice Community School,*,*,*,*,*,*,*,*,*,*,*,*
882,16,*,*,*,*,*,*,*,*,*,*,*,*,16K628,*,*,*,*,Elementary,Brooklyn Brownstone School,*,*,*,*,*,*,*,*,*,*,*,*
883,16,*,*,*,*,*,*,*,*,*,*,*,*,16K636,*,*,*,*,Elementary,Young Scholars' Academy for Discovery and Explorat,*,*,*,*,*,*,*,*,*,*,*,*
884,16,*,*,*,*,*,*,*,*,*,*,*,6,16K669,*,*,*,*,High school,Research and Service High School,*,*,*,*,*,*,*,*,*,*,*,*
885,16,*,*,*,*,*,*,*,*,*,*,*,*,16K681,*,*,*,*,Junior High-Intermediate-Middle,Madiba Prep Middle School,*,*,*,*,*,*,*,*,*,*,*,*
886,16,*,*,*,*,*,*,*,*,*,28,*,9,16K688,*,*,*,*,High school,The Brooklyn Academy of Global Finance,*,*,*,*,*,*,*,*,*,*,*,*
887,16,*,*,*,*,*,*,*,*,*,13,*,14,16K765,*,*,*,*,High school,Nelson Mandela High School,*,*,*,*,*,*,*,*,*,*,*,*
888,16,*,*,*,*,*,*,*,*,*,*,*,*,16K959,*,*,*,*,High school,BOYS AND GIRLS YABC,*,*,*,*,*,*,*,*,*,*,*,*
889,17,*,*,*,*,*,*,*,*,*,24,37,21,17K002,*,*,6,*,Junior High-Intermediate-Middle,Parkside Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
890,17,*,*,*,*,*,*,*,*,*,*,6,*,17K006,*,*,*,*,Elementary,P.S. 006,*,*,*,*,*,*,*,*,*,*,*,*
891,17,*,*,*,*,*,*,*,*,*,*,*,*,17K012,*,*,*,*,Elementary,Dr. Jacqueline Peek-Davis School,*,*,*,*,*,*,*,*,*,*,*,*
892,17,*,*,*,*,*,*,*,*,*,*,*,31,17K061,*,*,*,*,Junior High-Intermediate-Middle,M.S. 061 Dr. Gladstone H. Atwell,*,*,*,*,*,*,*,*,*,*,*,*
893,17,*,*,*,*,*,*,*,*,*,8,24,*,17K091,*,*,*,*,Elementary,P.S. 091 The Albany Avenue School,*,*,*,*,*,*,*,*,*,*,*,*
894,17,*,*,*,*,*,*,*,*,*,*,*,*,17K092,*,*,*,*,Elementary,P.S. 092 Adrian Hegeman,*,*,*,*,*,*,*,*,*,*,*,*
895,17,*,*,*,*,*,*,*,*,*,*,*,14,17K122,*,*,*,*,High school,Pathways in Technology Early College High School (,*,*,*,*,*,*,*,*,*,*,*,*
896,17,*,*,*,*,*,*,*,*,*,12,*,12,17K138,*,*,*,*,K-8,P.S. 138 Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*
897,17,*,*,*,*,*,*,*,*,*,7,*,*,17K161,*,*,*,*,Elementary,P.S. 161 The Crown,*,*,*,*,*,*,*,*,*,*,*,*
898,17,*,*,*,*,*,*,*,*,*,*,*,*,17K167,*,*,*,*,Elementary,P.S. 167 The Parkway,*,*,*,*,*,*,*,*,*,*,*,*
899,17,*,*,*,*,*,*,*,*,*,21,15,17,17K181,*,*,*,*,K-8,P.S. 181 Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*
900,17,*,*,*,*,*,*,*,*,*,*,*,*,17K189,*,*,*,*,K-8,P.S. 189 The Bilingual Center,*,*,*,*,*,*,*,*,*,*,*,*
901,17,*,*,*,*,*,*,*,*,*,*,*,*,17K191,*,*,*,*,Elementary,P.S. 191 Paul Robeson,*,*,*,*,*,*,*,*,*,*,*,*
902,17,*,*,*,*,*,*,*,*,*,*,*,*,17K221,*,*,*,*,Elementary,P.S. 221 Toussaint L'Ouverture,*,*,*,*,*,*,*,*,*,*,*,*
903,17,*,*,*,*,*,*,*,*,*,*,*,*,17K241,*,*,*,*,Elementary,P.S. 241 Emma L. Johnston,*,*,*,*,*,*,*,*,*,*,*,*
904,17,*,*,*,*,*,*,*,*,*,11,*,21,17K246,*,*,*,*,Junior High-Intermediate-Middle,M.S. 246 Walt Whitman,*,*,*,*,*,*,*,*,*,*,*,*
905,17,*,*,*,*,*,*,*,*,*,*,*,*,17K249,*,*,*,*,Elementary,P.S. 249 The Caton,*,*,*,*,*,*,*,*,*,*,*,*
906,17,*,*,*,*,*,*,*,*,*,*,*,*,17K316,*,*,*,*,Elementary,P.S. 316 Elijah Stroud,*,*,*,*,*,*,*,*,*,*,*,*
907,17,*,*,*,*,*,*,*,*,*,*,*,*,17K334,*,*,*,*,Junior High-Intermediate-Middle,Middle School for Academic and Social Excellence,*,*,*,*,*,*,*,*,*,*,*,*
908,17,*,*,*,*,*,*,*,*,*,11,*,*,17K340,*,*,*,*,Junior High-Intermediate-Middle,I.S. 340,*,*,*,*,*,*,*,*,*,*,*,*
909,17,*,*,*,*,*,*,*,*,*,*,17,*,17K352,*,*,*,*,Junior High-Intermediate-Middle,Ebbets Field Middle School,*,*,*,*,*,*,*,*,*,*,*,*
910,17,*,*,*,*,*,*,*,*,*,*,*,*,17K353,*,*,*,*,Junior High-Intermediate-Middle,Elijah Stroud Middle School,*,*,*,*,*,*,*,*,*,*,*,*
911,17,*,*,*,*,*,*,*,*,*,*,8,8,17K354,*,*,*,*,Junior High-Intermediate-Middle,The School of Integrated Learning,*,*,*,*,*,*,*,*,*,*,*,*
912,17,*,*,*,*,*,*,*,*,*,*,*,*,17K375,*,*,*,*,Elementary,P.S. 375 Jackie Robinson School,*,*,*,*,*,*,*,*,*,*,*,*
913,17,*,*,*,*,*,*,*,*,*,86,33,15,17K382,*,18,*,*,Secondary School,Academy for College Preparation and Career Explora,*,*,*,*,*,*,*,*,*,*,*,*
914,17,*,*,*,*,*,*,*,*,*,*,7,*,17K394,*,*,*,*,K-8,M.S. K394,*,*,*,*,*,*,*,*,*,*,*,*
915,17,*,*,*,*,*,*,*,*,*,*,*,*,17K397,*,*,*,*,Elementary,P.S. 397 Foster-Laurie,*,*,*,*,*,*,*,*,*,*,*,*
916,17,*,*,*,*,*,*,*,*,*,*,*,*,17K398,*,*,*,*,Elementary,P.S. 398 Walter Weaver,*,*,*,*,*,*,*,*,*,*,*,*
917,17,*,*,*,*,*,*,*,*,*,*,*,*,17K399,*,*,*,*,Elementary,P.S. 399 Stanley Eugene Clark,*,*,*,*,*,*,*,*,*,*,*,*
918,17,*,*,*,*,*,*,*,*,*,41,*,6,17K408,*,*,*,*,High school,Academy of Hospitality and Tourism,*,*,*,*,*,*,*,*,*,*,*,*
919,17,*,*,*,*,*,*,*,*,*,*,*,*,17K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
920,17,*,*,*,*,*,*,*,*,*,*,*,*,17K467,*,*,*,*,High school,Erasmus Yabc,*,*,*,*,*,*,*,*,*,*,*,*
921,17,*,*,*,*,*,*,*,*,*,14,*,*,17K484,*,*,*,*,Junior High-Intermediate-Middle,Ronald Edmonds Learning Center II,*,*,*,*,*,*,*,*,*,*,*,*
922,17,*,*,*,*,*,*,*,*,*,9,17,*,17K489,*,*,*,*,High school,W.E.B. Dubois Academic High School,*,*,*,*,*,*,*,*,*,*,*,*
923,17,*,*,*,*,*,*,*,*,*,*,*,*,17K524,*,*,*,*,High school,International High School at Prospect Heights,*,*,*,*,*,*,*,*,*,*,*,*
924,17,*,*,*,*,*,*,*,*,*,12,*,12,17K528,*,*,*,*,High school,The High School for Global Citizenship,*,*,*,*,*,*,*,*,*,*,*,*
925,17,*,*,*,*,*,*,*,*,*,7,8,*,17K531,*,*,*,*,Secondary School,"School for Human Rights, The",*,*,*,*,*,*,*,*,*,*,*,*
926,17,*,*,*,*,*,*,*,*,*,*,*,*,17K532,*,*,*,*,Elementary,New Bridges Elementary,*,*,*,*,*,*,*,*,*,*,*,*
927,17,*,*,*,*,*,*,*,*,*,104,96,17,17K533,*,*,12,*,Secondary School,School for Democracy and Leadership,*,*,*,*,*,*,*,*,*,*,*,*
928,17,*,*,*,*,*,*,*,*,*,27,13,18,17K537,*,*,*,*,High school,High School for Youth and Community Development at,*,*,*,*,*,*,*,*,*,*,*,*
929,17,*,*,*,*,*,*,*,*,*,44,*,19,17K539,*,*,*,*,High school,High School for Service & Learning at Erasmus,*,*,*,*,*,*,*,*,*,*,*,*
930,17,*,*,*,*,*,*,*,*,*,13,*,*,17K543,*,*,*,*,Secondary School,"Science, Technology and Research Early College Hig",*,*,*,*,*,*,*,*,*,*,*,*
931,17,*,*,*,*,*,*,*,*,*,14,*,*,17K546,*,*,*,*,High school,High School for Public Service: Heroes of Tomorrow,*,*,*,*,*,*,*,*,*,*,*,*
932,17,*,*,*,*,*,*,*,*,*,63,*,24,17K547,*,*,*,*,High school,Brooklyn Academy of Science and the Environment,*,*,*,*,*,*,*,*,*,*,*,*
933,17,*,*,*,*,*,*,*,*,*,124,82,19,17K548,*,15,14,*,High school,Brooklyn School for Music & Theatre,*,*,*,*,*,*,*,*,*,*,*,*
934,17,*,*,*,*,*,*,*,*,*,45,*,7,17K568,*,6,*,*,High school,Brownsville Academy High School,*,*,*,*,*,*,*,*,*,*,*,*
935,17,*,*,*,*,*,*,*,*,*,26,*,*,17K590,*,*,*,*,Secondary School,Medgar Evers College Preparatory School,*,*,*,*,*,*,*,*,*,*,*,*
936,17,*,*,*,*,*,*,*,*,*,67,25,12,17K600,*,7,*,*,High school,Clara Barton High School,*,*,*,*,*,*,*,*,*,*,*,*
937,17,*,*,*,*,*,*,*,*,*,*,27,*,17K705,*,*,8,*,Elementary,Brooklyn Arts and Science Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
938,17,*,*,*,*,*,*,*,*,*,7,17,10,17K722,*,*,*,*,Junior High-Intermediate-Middle,New Heights Middle School,*,*,*,*,*,*,*,*,*,*,*,*
939,17,*,*,*,*,*,*,*,*,*,*,*,*,17K745,*,*,*,*,High school,Brooklyn Institute for Liberal Arts,*,*,*,*,*,*,*,*,*,*,*,*
940,17,*,*,*,*,*,*,*,*,*,32,6,*,17K751,*,*,*,*,High school,Academy for Health Careers,*,*,*,*,*,*,*,*,*,*,*,*
941,17,*,*,*,*,*,*,*,*,*,*,7,*,17K770,*,*,*,*,Elementary,P.S. 770 New American Academy,*,*,*,*,*,*,*,*,*,*,*,*
942,18,*,*,*,*,*,*,*,*,*,15,6,*,18K066,*,*,*,*,K-8,P.S. 66,*,*,*,*,*,*,*,*,*,*,*,*
943,18,*,*,*,*,*,*,*,*,*,24,22,10,18K068,*,*,*,*,Junior High-Intermediate-Middle,I.S. 068 Isaac Bildersee,*,*,*,*,*,*,*,*,*,*,*,*
944,18,*,*,*,*,*,*,*,*,*,*,8,*,18K114,*,*,*,*,Elementary,P.S. 114 Ryder Elementary,*,*,*,*,*,*,*,*,*,*,*,*
945,18,*,*,*,*,*,*,*,*,*,8,10,12,18K115,*,*,*,*,Elementary,P.S. 115 Daniel Mucatel School,*,*,*,*,*,*,*,*,*,*,*,*
946,18,*,*,*,*,*,*,*,*,*,10,20,*,18K135,*,*,*,*,Elementary,P.S. 135 Sheldon A. Brookner,*,*,*,*,*,*,*,*,*,*,*,*
947,18,*,*,*,*,*,*,*,*,*,*,*,*,18K208,*,*,*,*,Elementary,P.S. 208 Elsa Ebeling,*,*,*,*,*,*,*,*,*,*,*,*
948,18,*,*,*,*,*,*,*,*,*,56,99,27,18K211,*,*,14,*,Junior High-Intermediate-Middle,I.S. 211 John Wilson,*,*,*,*,*,*,*,*,*,*,*,*
949,18,*,*,*,*,*,*,*,*,*,*,*,*,18K219,*,*,*,*,Elementary,P.S. 219 Kennedy-King,*,*,*,*,*,*,*,*,*,*,*,*
950,18,*,*,*,*,*,*,*,*,*,*,11,*,18K233,*,*,*,*,Elementary,P.S. 233 Langston Hughes,*,*,*,*,*,*,*,*,*,*,*,*
951,18,*,*,*,*,*,*,*,*,*,*,7,*,18K235,*,*,*,*,K-8,P.S. 235 Janice Marie Knight School,*,*,*,*,*,*,*,*,*,*,*,*
952,18,*,*,*,*,*,*,*,*,*,9,*,*,18K244,*,*,*,*,Elementary,P.S. 244 Richard R. Green,*,*,*,*,*,*,*,*,*,*,*,*
953,18,*,*,*,*,*,*,*,*,*,*,*,*,18K268,*,*,*,*,Elementary,P.S. 268 Emma Lazarus,*,*,*,*,*,*,*,*,*,*,*,*
954,18,*,*,*,*,*,*,*,*,*,10,7,*,18K272,*,*,*,*,Elementary,P.S. 272 Curtis Estabrook,*,*,*,*,*,*,*,*,*,*,*,*
955,18,*,*,*,*,*,*,*,*,*,*,26,*,18K276,*,*,*,*,Elementary,P.S. 276 Louis Marshall,*,*,*,*,*,*,*,*,*,*,*,*
956,18,*,*,*,*,*,*,*,*,*,*,21,*,18K279,*,*,*,*,Elementary,P.S. 279 Herman Schreiber,*,*,*,*,*,*,*,*,*,*,*,*
957,18,*,*,*,*,*,*,*,*,*,23,79,19,18K285,*,*,8,*,Junior High-Intermediate-Middle,I.S. 285 Meyer Levin,*,*,*,*,*,*,*,*,*,*,*,*
958,18,*,*,*,*,*,*,*,*,*,90,24,17,18K366,*,*,*,*,Junior High-Intermediate-Middle,The Science And Medicine Middle School,*,*,*,*,*,*,*,*,*,*,*,*
959,18,*,*,*,*,*,*,*,*,*,*,*,*,18K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
960,24,*,*,*,*,*,*,*,*,*,*,*,*,24Q305,*,*,*,*,Elementary,Learners and Leaders,*,*,*,*,*,*,*,*,*,*,*,*
961,18,*,*,*,*,*,*,*,*,*,35,*,8,18K563,*,*,*,*,High school,It Takes a Village Academy,*,*,*,*,*,*,*,*,*,*,*,*
962,18,*,*,*,*,*,*,*,*,*,25,*,*,18K566,*,*,*,*,High school,Brooklyn Generation School,*,*,*,*,*,*,*,*,*,*,*,*
963,18,*,*,*,*,*,*,*,*,*,45,6,17,18K567,*,6,*,*,High school,Brooklyn Theatre Arts High School,*,*,*,*,*,*,*,*,*,*,*,*
964,18,*,*,*,*,*,*,*,*,*,58,23,6,18K569,*,*,*,*,High school,Kurt Hahn Expeditionary Learning School,*,*,*,*,*,*,*,*,*,*,*,*
965,18,*,*,*,*,*,*,*,*,*,12,*,10,18K576,*,*,*,*,High school,Victory Collegiate High School,*,*,*,*,*,*,*,*,*,*,*,*
966,18,*,*,*,*,*,*,*,*,*,*,*,*,18K578,*,*,*,*,High school,Brooklyn Bridge Academy,*,*,*,*,*,*,*,*,*,*,*,*
967,18,*,*,*,*,*,*,*,*,*,*,*,*,18K581,*,*,*,*,Junior High-Intermediate-Middle,East Flatbush Community Research School,*,*,*,*,*,*,*,*,*,*,*,*
968,18,*,*,9,*,*,*,*,*,*,17,75,9,18K588,*,*,*,*,Junior High-Intermediate-Middle,Middle School for Art and Philosophy,*,*,*,*,*,*,*,*,*,*,*,*
969,18,*,*,*,*,*,*,*,*,*,29,*,11,18K589,*,*,*,*,High school,Arts & Media Preparatory Academy,*,*,*,*,*,*,*,*,*,*,*,*
970,18,*,*,*,*,*,*,*,*,*,*,*,12,18K598,*,*,*,*,Junior High-Intermediate-Middle,Middle School of Marketing and Legal Studies,*,*,*,*,*,*,*,*,*,*,*,*
971,18,*,*,*,*,*,*,*,*,*,59,*,14,18K617,*,*,*,*,High school,High School for Innovation in Advertising and Medi,*,*,*,*,*,*,*,*,*,*,*,*
972,18,*,*,*,*,*,*,*,*,*,98,46,7,18K629,*,10,7,*,High school,Cultural Academy for the Arts and Sciences,*,*,*,*,*,*,*,*,*,*,*,*
973,18,*,*,*,*,*,*,*,*,*,74,*,*,18K633,*,*,*,*,High school,High School for Medical Professions,*,*,*,*,*,*,*,*,*,*,*,*
974,18,*,*,*,*,*,*,*,*,*,13,*,*,18K635,*,*,*,*,High school,Olympus Academy,*,*,*,*,*,*,*,*,*,*,*,*
975,18,*,*,*,*,*,*,*,*,*,25,*,7,18K637,*,*,*,*,High school,Academy for Conservation and the Environment,*,*,*,*,*,*,*,*,*,*,*,*
976,18,*,*,*,*,*,*,*,*,*,53,24,34,18K642,*,7,*,*,High school,Urban Action Academy,*,*,*,*,*,*,*,*,*,*,*,*
977,18,*,*,*,*,*,*,*,*,*,23,*,9,18K673,*,*,*,*,High school,East Brooklyn Community High School,*,*,*,*,*,*,*,*,*,*,*,*
978,18,*,*,*,*,*,*,*,*,*,*,*,*,18K763,*,*,*,*,Junior High-Intermediate-Middle,Brooklyn Science and Engineering Academy,*,*,*,*,*,*,*,*,*,*,*,*
979,18,*,*,*,*,*,*,*,*,*,*,*,*,18K922,*,*,*,*,High school,South Shore Educational Complex Yabc,*,*,*,*,*,*,*,*,*,*,*,*
980,19,*,*,*,*,*,*,*,*,*,*,*,*,19K007,*,*,21,*,Elementary,P.S. 007 Abraham Lincoln,*,*,*,*,*,*,*,*,*,*,*,*
981,19,*,*,*,*,*,*,*,*,*,*,*,*,19K013,*,*,*,*,Elementary,P.S. 013 Roberto Clemente,*,*,*,*,*,*,*,*,*,*,*,*
982,19,*,*,*,*,*,*,*,*,*,*,*,*,19K065,*,*,*,*,Elementary,P.S. 065,*,*,*,*,*,*,*,*,*,*,*,*
983,19,*,*,*,*,*,*,*,*,*,*,*,*,19K089,*,10,36,*,K-8,P.S. 089 Cypress Hills,*,*,*,*,*,*,*,*,*,*,*,*
984,19,*,*,*,*,*,*,*,*,*,*,*,*,19K108,*,*,6,*,Elementary,P.S. 108 Sal Abbracciamento,*,*,*,*,*,*,*,*,*,*,*,*
985,19,*,*,*,*,*,*,*,*,*,*,*,*,19K149,*,*,*,*,Elementary,P.S. 149 Danny Kaye,*,*,*,*,*,*,*,*,*,*,*,*
986,19,*,*,*,*,*,*,*,*,*,*,*,*,19K158,*,*,*,*,Elementary,P.S. 158 Warwick,*,*,*,*,*,*,*,*,*,*,*,*
987,19,*,*,*,*,*,*,*,*,*,6,53,*,19K159,*,*,12,*,Elementary,P.S. 159 Isaac Pitkin,*,*,*,*,*,*,*,*,*,*,*,*
988,19,*,*,*,*,*,*,*,*,*,12,*,8,19K171,*,39,*,17,Junior High-Intermediate-Middle,I.S. 171 Abraham Lincoln,*,*,*,*,*,*,*,*,*,*,*,*
989,19,*,*,*,*,*,*,*,*,*,*,*,*,19K174,*,*,*,*,K-8,P.S. 174 Dumont,*,*,*,*,*,*,*,*,*,*,*,*
990,19,*,*,*,*,*,*,*,*,*,*,*,*,19K190,*,*,*,*,Elementary,P.S. 190 Sheffield,*,*,*,*,*,*,*,*,*,*,*,*
991,19,*,*,*,*,*,*,*,*,*,*,*,*,19K202,*,*,*,*,Elementary,P.S. 202 Ernest S. Jenkyns,*,*,*,*,*,*,*,*,*,*,*,*
992,19,*,*,*,*,*,*,*,*,*,*,11,*,19K213,*,*,*,*,Elementary,P.S. 213 New Lots,*,*,*,*,*,*,*,*,*,*,*,*
993,19,*,*,*,*,*,*,*,*,*,14,*,10,19K214,*,*,*,*,Elementary,P.S. 214 Michael Friedsam,*,*,*,*,*,*,*,*,*,*,*,*
994,19,*,*,*,*,*,*,*,*,*,6,*,12,19K218,*,6,*,*,Junior High-Intermediate-Middle,J.H.S. 218 James P. Sinnott,*,*,*,*,*,*,*,*,*,*,*,*
995,19,*,*,*,*,*,*,*,*,*,18,*,*,19K224,*,*,*,*,Elementary,P.S. 224 Hale A. Woodruff,*,*,*,*,*,*,*,*,*,*,*,*
996,19,*,*,*,*,*,*,*,*,*,*,*,6,19K273,*,*,*,*,Elementary,P.S. 273 Wortman,*,*,*,*,*,*,*,*,*,*,*,*
997,19,*,*,*,*,*,*,*,*,*,*,*,*,19K290,*,*,*,*,Elementary,P.S. 290 Juan Morel Campos,*,*,*,*,*,*,*,*,*,*,*,*
998,19,*,*,*,*,*,*,*,*,*,6,*,33,19K292,*,8,*,7,Junior High-Intermediate-Middle,J.H.S. 292 Margaret S. Douglas,*,*,*,*,*,*,*,*,*,*,*,*
999,19,*,*,*,*,*,*,*,*,*,14,6,18,19K306,*,*,*,*,K-8,P.S. 306 Ethan Allen,*,*,*,*,*,*,*,*,*,*,*,*
1000,19,*,*,*,*,*,*,*,*,*,*,*,15,19K311,*,*,*,*,Junior High-Intermediate-Middle,Essence School,*,*,*,*,*,*,*,*,*,*,*,*
1001,19,*,*,*,*,*,*,*,*,*,*,*,*,19K325,*,*,*,*,Elementary,The Fresh Creek School,*,*,*,*,*,*,*,*,*,*,*,*
1002,19,*,*,*,*,*,*,*,*,*,*,*,*,19K328,*,*,*,*,Elementary,P.S. 328 Phyllis Wheatley,*,*,*,*,*,*,*,*,*,*,*,*
1003,19,*,*,*,*,*,*,*,*,*,*,*,*,19K345,*,*,*,*,Elementary,P.S. 345 Patrolman Robert Bolden,*,*,*,*,*,*,*,*,*,*,*,*
1004,19,*,*,*,*,*,*,*,*,*,12,*,*,19K346,*,*,*,*,Elementary,P.S. 346 Abe Stark,*,*,*,*,*,*,*,*,*,*,*,*
1005,19,*,*,*,*,*,*,*,*,*,7,*,8,19K364,*,*,*,*,Junior High-Intermediate-Middle,I.S. 364 Gateway,*,*,*,*,*,*,*,*,*,*,*,*
1006,19,*,*,*,*,*,*,*,*,*,65,*,30,19K404,*,11,*,*,Secondary School,Academy for Young Writers,*,*,*,*,*,*,*,*,*,*,*,*
1007,19,*,*,*,*,*,*,*,*,*,27,7,*,19K409,*,10,7,*,Secondary School,East New York Family Academy,*,*,*,*,*,*,*,*,*,*,*,*
1008,19,*,*,*,*,*,*,*,*,*,31,*,7,19K422,*,14,*,*,Secondary School,Spring Creek Community School,*,*,*,*,*,*,*,*,*,*,*,*
1009,19,*,*,*,*,*,*,*,*,*,*,*,*,19K431,*,*,*,*,High school,Thomas Jefferson Yabc,*,*,*,*,*,*,*,*,*,*,*,*
1010,19,*,*,*,*,*,*,*,*,*,*,*,*,19K444,*,*,*,*,Central-HQ-Citywide,Home Schooling,*,*,*,*,*,*,*,*,*,*,*,*
1011,20,*,*,*,*,*,*,*,*,*,*,*,*,20K170,*,*,*,*,Elementary,Ralph A. Fabrizio School,*,*,*,*,*,*,*,*,*,6,7,*
1012,19,*,*,*,*,*,*,*,*,*,10,*,*,19K452,*,*,*,*,Junior High-Intermediate-Middle,Frederick Douglass Academy VIII Middle School,*,*,*,*,*,*,*,*,*,*,*,*
1013,19,*,*,*,*,*,*,*,*,*,*,*,*,19K501,*,*,*,*,High school,Franklin K. Lane Campus YABC,*,*,*,*,*,*,*,*,*,*,*,*
1014,19,*,*,*,*,*,*,*,*,*,30,*,24,19K502,*,9,*,*,High school,FDNY High School for Fire and Life Safety,*,*,*,*,*,*,*,*,*,*,*,*
1015,19,*,*,*,*,*,*,*,*,*,18,*,19,19K504,*,*,*,*,High school,High School for Civil Rights,*,*,*,*,*,*,*,*,*,*,*,*
1016,19,*,*,*,*,*,*,*,*,*,28,*,10,19K507,*,*,*,*,High school,Performing Arts and Technology High School,*,*,*,*,*,*,*,*,*,*,*,*
1017,19,*,*,*,*,*,*,*,*,*,16,*,12,19K510,*,*,*,*,High school,World Academy for Total Community Health High Scho,*,*,*,*,*,*,*,*,*,*,*,*
1018,19,*,*,*,*,*,*,*,*,*,*,*,*,19K557,*,*,*,*,Elementary,Brooklyn Gardens Elementary School,*,*,*,*,*,*,*,*,*,*,*,*
1019,19,*,*,*,*,*,*,*,*,*,*,*,*,19K583,*,19,*,*,High school,Multicultural High School,*,*,*,*,*,*,*,*,*,*,*,*
1020,19,*,*,*,*,*,*,*,*,*,36,*,7,19K615,*,*,*,*,High school,Transit Tech Career and Technical Education High S,*,*,*,*,*,*,*,*,*,*,*,*
1021,19,*,*,*,*,*,*,*,*,*,16,*,*,19K618,*,9,*,*,High school,Academy of Innovative Technology,*,*,*,*,*,*,*,*,*,*,*,*
1022,19,*,*,*,*,*,*,*,*,*,6,6,11,19K639,*,*,*,12,High school,Brooklyn Lab School,*,*,*,*,*,*,*,*,*,*,*,*
1023,19,*,*,*,*,*,*,*,*,*,7,*,12,19K654,*,*,*,*,Junior High-Intermediate-Middle,Van Siclen Community Middle School,*,*,*,*,*,*,*,*,*,*,*,*
1024,19,*,*,*,*,*,*,*,*,*,8,*,*,19K659,*,12,*,*,High school,Cypress Hills Collegiate Preparatory School,*,*,*,*,*,*,*,*,*,*,*,*
1025,19,*,*,*,*,*,*,*,*,*,6,*,11,19K660,*,*,*,*,High school,W. H. Maxwell Career and Technical Education High,*,*,*,*,*,*,*,*,*,*,*,*
1026,19,*,*,*,*,*,*,*,*,*,9,*,*,19K661,*,*,10,7,Junior High-Intermediate-Middle,Vista Academy,*,*,*,*,*,*,*,*,*,*,*,*
1027,19,*,*,*,*,*,*,*,*,*,*,*,6,19K662,*,*,*,7,Junior High-Intermediate-Middle,Liberty Avenue Middle School,*,*,*,*,*,*,*,*,*,*,*,*
1028,19,*,*,*,*,*,*,*,*,*,*,7,6,19K663,*,*,*,*,Junior High-Intermediate-Middle,School of the Future Brooklyn,*,*,*,*,*,*,*,*,*,*,*,*
1029,19,*,*,*,*,*,*,*,*,*,*,15,9,19K677,*,*,*,*,Elementary,East New York Elementary School of Excellence,*,*,*,*,*,*,*,*,*,*,*,*
