,Location_Code,Latitude,Longitude,Grades,Community_School?,Economic_Need_Index,Percent_ELL,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Black_/_Hispanic,Percent_White,Student_Attendance_Rate,Percent_of_Students_Chronically_Absent,Rigorous_Instruction_%,Collaborative_Teachers_%,Supportive_Environment_%,Strong_Family-Community_Ties_%,Student_Achievement_Rating,Total_Proficiency_Average
305,09X454,40.828111,-73.917661,"06,07,08",No,0.86,0.2,0.02,0.26,0.7,0.96,0.01,0.92,0.29,0.96,0.98,0.95,0.84,Exceeding Target,2.645
306,09X457,40.832033,-73.917519,"0K,01,02,03,04,05",No,0.909,0.19,0.01,0.3,0.67,0.97,0.01,0.91,0.38,0.9,0.92,0.84,0.87,Meeting Target,2.245
307,09X505,40.827571999999996,-73.918927,"07,08,09,10,11,12",No,0.8029999999999999,0.06,0.01,0.24,0.71,0.96,0.01,0.95,0.14,0.82,0.8,0.8,0.71,Exceeding Target,2.63
309,09X568,40.848521000000005,-73.908447,"06,07,08,09,10,11,12",No,0.816,0.05,0.02,0.39,0.58,0.97,0.01,0.94,0.17,0.94,0.98,0.86,0.84,Exceeding Target,2.74
310,10X003,40.850163,-73.89165600000001,"PK,0K,01,02,03,04,05,06,07,08",No,0.8640000000000001,0.1,0.02,0.29,0.68,0.97,0.0,0.91,0.37,0.97,0.9,0.87,0.83,Meeting Target,2.4450000000000003
311,10X007,40.881668,-73.905862,"0K,01,02,03,04,05",No,0.746,0.2,0.05,0.06,0.79,0.85,0.09,0.96,0.05,0.97,0.97,0.98,0.88,Meeting Target,2.8
312,10X008,40.872553,-73.883365,"0K,01,02,03,04,05",No,0.8,0.25,0.05,0.11,0.77,0.88,0.07,0.93,0.29,0.89,0.9,0.93,0.79,Exceeding Target,2.535
313,10X009,40.856803,-73.898907,"PK,0K,01,02,03,04,05",No,0.9229999999999999,0.27,0.01,0.16,0.8,0.96,0.01,0.9,0.4,0.91,0.87,0.88,0.83,Meeting Target,2.2750000000000004
314,10X015,40.859165000000004,-73.909733,"0K,01,02,03,04,05,06,07,08",No,0.852,0.07,0.01,0.13,0.85,0.98,0.0,0.95,0.16,0.86,0.86,0.85,0.84,Exceeding Target,2.705
315,10X020,40.869618,-73.879012,"PK,0K,01,02,03,04,05,06,07,08",No,0.8059999999999999,0.19,0.09,0.08,0.73,0.82,0.08,0.92,0.29,0.88,0.82,0.84,0.75,Meeting Target,2.33
316,10X023,40.853359999999995,-73.894798,"PK,0K,01,02",No,0.905,0.13,0.0,0.37,0.62,0.99,0.01,0.91,0.34,0.79,0.89,0.82,0.81,Meeting Target,2.135
317,10X024,40.887662,-73.91356999999999,"0K,01,02,03,04,05",No,0.22699999999999998,0.03,0.09,0.06,0.42,0.48,0.39,0.94,0.13,0.82,0.71,0.86,0.85,Meeting Target,2.98
318,10X032,40.852095,-73.885739,"0K,01,02,03,04,05",No,0.925,0.13,0.01,0.25,0.71,0.96,0.03,0.93,0.28,0.97,0.96,0.96,0.84,Meeting Target,2.365
319,10X033,40.861675,-73.90163299999999,"PK,0K,01,02,03,04,05",No,0.91,0.26,0.02,0.1,0.84,0.94,0.02,0.92,0.31,0.88,0.89,0.91,0.91,Meeting Target,2.24
320,10X037,40.87984,-73.910788,"0K,01,02,03,04,05,06,07,08",No,0.752,0.15,0.02,0.23,0.72,0.95,0.02,0.92,0.33,0.93,0.92,0.85,0.88,Meeting Target,2.46
321,10X045,40.858431,-73.887039,"06,07,08",No,0.8859999999999999,0.17,0.01,0.16,0.78,0.94,0.04,0.91,0.32,0.87,0.86,0.82,0.73,Approaching Target,2.21
322,10X046,40.858431,-73.887039,"0K,01,02,03,04,05",No,0.9059999999999999,0.4,0.03,0.15,0.8,0.95,0.02,0.92,0.29,0.9,0.87,0.89,0.81,Meeting Target,2.16
323,10X051,40.850632,-73.88653000000001,"0K,01,02,03,04,05",No,0.7140000000000001,0.04,0.03,0.37,0.59,0.96,0.02,0.94,0.21,0.99,0.9,0.98,0.83,Approaching Target,2.515
324,10X054,40.864937,-73.887793,"PK,0K,01,02,03,04,05",No,0.8959999999999999,0.26,0.02,0.27,0.7,0.97,0.01,0.92,0.25,0.91,0.87,0.88,0.84,Meeting Target,2.2350000000000003
325,10X056,40.872439,-73.875912,"0K,01,02,03,04,05",No,0.821,0.14,0.22,0.08,0.63,0.71,0.06,0.93,0.25,0.97,0.93,0.93,0.82,Exceeding Target,2.855
326,10X059,40.85306,-73.89342099999999,"PK,0K,01,02,03,04,05",No,0.934,0.15,0.01,0.27,0.68,0.96,0.01,0.91,0.38,0.94,0.94,0.92,0.92,Meeting Target,2.215
327,10X080,40.876823,-73.88124,"06,07,08",Yes,0.8270000000000001,0.31,0.13,0.13,0.67,0.81,0.05,0.89,0.38,0.87,0.79,0.81,0.74,Meeting Target,2.115
328,10X081,40.903455,-73.904682,"0K,01,02,03,04,05",No,0.35700000000000004,0.08,0.08,0.1,0.49,0.59,0.3,0.94,0.17,0.93,0.92,0.99,0.9,Meeting Target,2.9450000000000003
329,10X085,40.858852,-73.894829,"0K,01,02,03,04,05",Yes,0.925,0.22,0.01,0.29,0.69,0.98,0.0,0.91,0.35,0.84,0.82,0.82,0.81,Approaching Target,2.035
330,10X086,40.869847,-73.898263,"PK,0K,01,02,03,04,05,06",No,0.878,0.3,0.04,0.08,0.86,0.94,0.01,0.94,0.2,0.95,0.95,0.93,0.83,Exceeding Target,2.635
331,10X091,40.858715999999994,-73.90740799999999,"0K,01,02,03,04,05",No,0.903,0.38,0.03,0.18,0.76,0.94,0.02,0.91,0.36,0.82,0.76,0.8,0.78,Exceeding Target,2.425
332,10X094,40.88051,-73.87526700000001,"0K,01,02,03,04,05",No,0.862,0.26,0.11,0.16,0.68,0.84,0.03,0.91,0.34,0.86,0.86,0.88,0.82,Approaching Target,2.1950000000000003
333,10X095,40.883022,-73.891672,"PK,0K,01,02,03,04,05,06,07,08",No,0.7859999999999999,0.19,0.07,0.17,0.7,0.87,0.04,0.92,0.29,0.85,0.71,0.84,0.87,Meeting Target,2.41
334,10X118,40.848559,-73.89256999999999,"06,07,08",No,0.843,0.11,0.15,0.21,0.6,0.81,0.03,0.92,0.26,0.84,0.76,0.83,0.69,Meeting Target,2.565
335,10X141,40.887701,-73.913605,"06,07,08,09,10,11,12",No,0.418,0.07,0.07,0.1,0.56,0.66,0.26,0.94,0.13,0.84,0.81,0.82,0.75,Meeting Target,2.835
336,10X159,40.855521,-73.893276,"0K,01,02,03,04,05",No,0.907,0.3,0.0,0.08,0.9,0.98,0.01,0.93,0.26,0.99,0.99,0.96,0.93,Meeting Target,2.38
337,10X205,40.855742,-73.881407,"0K,01,02,03,04,05",No,0.887,0.2,0.01,0.15,0.79,0.94,0.05,0.93,0.26,0.88,0.91,0.93,0.83,Meeting Target,2.455
338,10X206,40.859604,-73.906275,"05,06,07,08",No,0.909,0.24,0.01,0.19,0.78,0.97,0.01,0.91,0.33,0.89,0.91,0.83,0.84,Approaching Target,2.09
339,10X225,40.854655,-73.897036,"06,07,08,09,10,11,12",No,0.8059999999999999,0.06,0.01,0.27,0.68,0.95,0.02,0.92,0.26,0.84,0.87,0.81,0.76,Meeting Target,2.4299999999999997
340,10X226,40.855568,-73.91622,"PK,0K,01,02,03,04",No,0.903,0.22,0.01,0.23,0.76,0.98,0.0,0.93,0.23,0.82,0.8,0.86,0.81,Meeting Target,2.2800000000000002
341,10X228,40.861305,-73.891283,"06,07,08",No,0.821,0.04,0.05,0.18,0.72,0.91,0.02,0.98,0.02,0.91,0.92,0.92,0.86,Meeting Target,2.68
342,10X243,40.859516,-73.88858,"06,07,08,09,10,11,12",No,0.851,0.11,0.02,0.2,0.75,0.95,0.02,0.92,0.25,0.84,0.85,0.81,0.74,Meeting Target,2.335
343,10X244,40.875451,-73.901516,"06,07,08",No,0.85,0.2,0.02,0.11,0.83,0.94,0.03,0.93,0.24,0.92,0.88,0.89,0.84,Exceeding Target,2.5
344,10X246,40.865975,-73.895314,"0K,01,02,03,04,05,06",No,0.88,0.27,0.02,0.1,0.85,0.95,0.02,0.92,0.3,0.81,0.82,0.86,0.84,Meeting Target,2.215
345,10X254,40.858858000000005,-73.889841,"06,07,08",No,0.885,0.34,0.03,0.18,0.78,0.95,0.01,0.91,0.3,0.77,0.83,0.83,0.76,Exceeding Target,2.225
346,10X279,40.854751,-73.905024,"0K,01,02,03,04,05,06,07,08",No,0.9179999999999999,0.29,0.03,0.17,0.79,0.96,0.0,0.93,0.26,0.9,0.92,0.88,0.87,Meeting Target,2.295
347,10X280,40.877179,-73.881546,"0K,01,02,03,04,05,06,07,08",No,0.8370000000000001,0.12,0.11,0.09,0.74,0.83,0.05,0.93,0.22,0.95,0.92,0.96,0.81,Exceeding Target,2.5700000000000003
348,10X291,40.859165000000004,-73.909733,"0K,01,02,03,04",No,0.9229999999999999,0.24,0.0,0.11,0.88,0.99,0.0,0.91,0.3,0.97,0.96,0.97,0.86,Exceeding Target,2.535
349,10X306,40.851349,-73.910712,"0K,01,02,03,04,05",No,0.91,0.17,0.01,0.28,0.7,0.98,0.01,0.92,0.27,0.86,0.76,0.88,0.84,Meeting Target,2.245
350,10X307,40.869145,-73.901836,"PK,0K,01,02,03,04,05",No,0.836,0.25,0.08,0.08,0.82,0.91,0.01,0.95,0.16,0.91,0.93,0.9,0.84,Approaching Target,2.35
351,10X308,40.885328,-73.878058,"06,07,08",No,0.8240000000000001,0.06,0.02,0.21,0.77,0.97,0.01,0.94,0.18,0.89,0.86,0.86,0.73,Meeting Target,2.5300000000000002
352,10X310,40.872481,-73.905299,"PK,0K,01,02,03,04,05",No,0.8740000000000001,0.15,0.01,0.09,0.85,0.95,0.03,0.93,0.21,0.93,0.84,0.92,0.82,Meeting Target,2.395
353,10X315,40.857969,-73.903757,"0K,01,02,03,04,05,06,07,08",No,0.868,0.16,0.01,0.16,0.82,0.98,0.01,0.94,0.19,0.95,0.93,0.8,0.87,Exceeding Target,2.535
354,10X331,40.851349,-73.910712,"06,07,08",Yes,0.894,0.18,0.01,0.24,0.74,0.98,0.01,0.94,0.2,0.85,0.86,0.85,0.84,Meeting Target,2.17
355,10X340,40.869429,-73.897161,"0K,01,02,03,04,05",No,0.909,0.23,0.03,0.09,0.85,0.94,0.02,0.92,0.3,0.9,0.95,0.93,0.83,Meeting Target,2.4050000000000002
356,10X342,40.870295,-73.897019,"06,07,08,09,10,11,12",No,0.857,0.61,0.0,0.0,0.99,1.0,0.0,0.97,0.08,0.91,0.93,0.87,0.82,Meeting Target,2.165
357,10X344,40.883022,-73.891672,"0K,01,02,03,04,05",No,0.42100000000000004,0.03,0.05,0.13,0.6,0.73,0.2,0.94,0.11,0.95,0.95,0.94,0.91,Approaching Target,2.845
358,10X360,40.874718,-73.902209,"0K,01,02,03,04,05",No,0.794,0.14,0.02,0.11,0.84,0.95,0.03,0.91,0.31,0.88,0.82,0.9,0.79,Approaching Target,2.175
359,10X363,40.859506,-73.900475,"06,07,08",Yes,0.8859999999999999,0.32,0.02,0.12,0.85,0.96,0.01,0.92,0.27,0.92,0.91,0.87,0.8,Meeting Target,2.1950000000000003
360,10X368,40.87956,-73.909674,"06,07,08,09,10,11,12",No,0.7490000000000001,0.15,0.04,0.1,0.82,0.91,0.04,0.94,0.22,0.77,0.73,0.81,0.71,Meeting Target,2.325
361,10X382,40.855211,-73.90326400000001,"PK,0K,01,02,03,04,05",No,0.9179999999999999,0.3,0.0,0.24,0.75,0.99,0.0,0.94,0.2,0.91,0.89,0.9,0.78,Approaching Target,2.2649999999999997
362,10X386,40.855211,-73.90326400000001,"PK,0K,01,02,03,04,05",No,0.9309999999999999,0.29,0.01,0.15,0.83,0.98,0.01,0.93,0.23,0.83,0.83,0.89,0.83,Approaching Target,2.24
363,10X390,40.854366999999996,-73.913024,"05,06,07,08",No,0.9109999999999999,0.26,0.01,0.13,0.85,0.98,0.01,0.93,0.24,0.84,0.84,0.82,0.77,Approaching Target,2.1399999999999997
364,10X391,40.854655,-73.897036,"06,07,08",Yes,0.9109999999999999,0.36,0.01,0.25,0.72,0.97,0.01,0.9,0.35,0.86,0.84,0.82,0.8,Meeting Target,2.035
365,10X396,40.854366999999996,-73.913024,"PK,0K,01,02,03,04",No,0.893,0.18,0.0,0.22,0.76,0.98,0.02,0.93,0.23,0.86,0.87,0.87,0.87,Meeting Target,2.34
366,10X447,40.855211,-73.90326400000001,"06,07,08",No,0.898,0.31,0.03,0.12,0.84,0.96,0.01,0.92,0.26,0.91,0.93,0.86,0.87,Exceeding Target,2.315
367,10X459,40.859506,-73.900475,"06,07,08",No,0.8809999999999999,0.26,0.02,0.12,0.84,0.97,0.01,0.92,0.27,0.77,0.78,0.83,0.78,Approaching Target,2.055
368,11X016,40.90237,-73.854546,"PK,0K,01,02,03,04,05",No,0.772,0.04,0.04,0.58,0.28,0.86,0.02,0.9,0.37,0.9,0.87,0.9,0.85,Approaching Target,2.31
369,11X019,40.899321,-73.867223,"0K,01,02,03,04,05,06,07,08",No,0.35,0.08,0.04,0.08,0.28,0.36,0.59,0.95,0.09,0.96,0.96,0.89,0.83,Approaching Target,2.895
370,11X021,40.88794,-73.859406,"0K,01,02,03,04,05",No,0.7829999999999999,0.07,0.01,0.7,0.24,0.94,0.01,0.9,0.39,0.88,0.91,0.86,0.79,Approaching Target,2.27
371,11X041,40.874682,-73.86787700000001,"0K,01,02,03,04,05",No,0.833,0.09,0.01,0.53,0.43,0.96,0.02,0.9,0.39,0.97,0.95,0.94,0.87,Exceeding Target,2.495
372,11X068,40.891483,-73.838736,"PK,0K,01,02,03,04,05",No,0.617,0.01,0.02,0.77,0.19,0.95,0.01,0.93,0.23,0.87,0.81,0.87,0.82,Meeting Target,2.395
373,11X076,40.869164000000005,-73.860906,"0K,01,02,03,04,05",No,0.716,0.13,0.03,0.45,0.42,0.87,0.08,0.93,0.25,0.88,0.79,0.88,0.83,Approaching Target,2.3049999999999997
374,11X078,40.878465000000006,-73.85058000000001,"0K,01,02,03,04,05",No,0.759,0.04,0.01,0.72,0.22,0.94,0.04,0.91,0.34,0.89,0.9,0.91,0.8,Approaching Target,2.255
375,11X083,40.849167,-73.858861,"0K,01,02,03,04,05,06,07,08",No,0.611,0.12,0.1,0.09,0.49,0.58,0.32,0.95,0.11,0.85,0.87,0.84,0.77,Meeting Target,2.6799999999999997
376,11X087,40.895363,-73.845825,"0K,01,02,03,04,05",No,0.688,0.02,0.06,0.71,0.16,0.87,0.01,0.94,0.18,0.91,0.85,0.84,0.82,Meeting Target,2.415
377,11X089,40.862563,-73.859202,"PK,0K,01,02,03,04,05,06,07,08",No,0.737,0.21,0.07,0.22,0.54,0.76,0.17,0.93,0.22,0.88,0.85,0.82,0.78,Meeting Target,2.295
378,11X096,40.861185,-73.868521,"0K,01,02,03,04,05",No,0.774,0.08,0.04,0.25,0.61,0.86,0.09,0.91,0.32,0.95,0.94,0.96,0.82,Meeting Target,2.5250000000000004
379,11X097,40.863071999999995,-73.846947,"PK,0K,01,02,03,04,05",No,0.541,0.04,0.17,0.28,0.36,0.65,0.16,0.94,0.2,0.93,0.81,0.92,0.87,Meeting Target,2.62
380,11X103,40.892319,-73.861898,"0K,01,02,03,04,05",No,0.813,0.18,0.03,0.53,0.37,0.9,0.03,0.91,0.35,0.94,0.94,0.94,0.81,Meeting Target,2.325
381,11X105,40.852767,-73.866401,"0K,01,02,03,04,05",No,0.802,0.2,0.08,0.11,0.66,0.77,0.13,0.93,0.23,0.88,0.77,0.88,0.73,Meeting Target,2.5
382,11X106,40.837105,-73.85484,"PK,0K,01,02,03,04,05",No,0.706,0.14,0.34,0.26,0.35,0.61,0.04,0.93,0.23,0.94,0.92,0.92,0.82,Meeting Target,2.65
383,11X108,40.854535,-73.852919,"0K,01,02,03,04,05",No,0.55,0.11,0.11,0.07,0.44,0.5,0.37,0.94,0.17,0.92,0.8,0.93,0.79,Meeting Target,2.8200000000000003
384,11X111,40.884355,-73.839263,"PK,0K,01,02,03,04,05",No,0.779,0.08,0.0,0.61,0.36,0.97,0.01,0.91,0.34,0.78,0.64,0.79,0.77,Approaching Target,2.135
385,11X112,40.884792,-73.84399499999999,"PK,0K,01,02,03,04,05",Yes,0.904,0.05,0.0,0.48,0.5,0.98,0.02,0.91,0.44,0.9,0.94,0.91,0.85,Approaching Target,2.085
386,11X121,40.866944000000004,-73.85046700000001,"PK,0K,01,02,03,04,05",No,0.6659999999999999,0.06,0.07,0.61,0.26,0.88,0.04,0.93,0.26,0.91,0.83,0.95,0.8,Approaching Target,2.5700000000000003
387,11X127,40.838494,-73.853201,"06,07,08",No,0.716,0.18,0.31,0.23,0.41,0.64,0.04,0.94,0.17,0.9,0.93,0.84,0.76,Meeting Target,2.555
388,11X144,40.864290000000004,-73.836566,"06,07,08",No,0.691,0.07,0.03,0.65,0.29,0.94,0.02,0.9,0.33,0.89,0.91,0.83,0.73,Meeting Target,2.1950000000000003
389,11X153,40.873045,-73.833345,"0K,01,02,03,04,05",No,0.44299999999999995,0.01,0.09,0.58,0.25,0.84,0.05,0.95,0.15,0.9,0.91,0.9,0.85,Meeting Target,2.8899999999999997
390,11X160,40.864136,-73.82396,"0K,01,02,03,04,05",No,0.512,0.06,0.02,0.6,0.33,0.93,0.02,0.94,0.18,0.91,0.9,0.93,0.83,Approaching Target,2.2800000000000002
391,11X169,40.880961,-73.839642,"PK,0K,01,02,03,04,05",No,0.672,0.03,0.01,0.72,0.21,0.93,0.02,0.94,0.21,0.96,0.93,0.96,0.86,Meeting Target,2.615
392,11X175,40.843790000000006,-73.78469100000001,"0K,01,02,03,04,05,06,07,08",No,0.247,0.02,0.06,0.09,0.29,0.38,0.54,0.95,0.13,0.93,0.96,0.85,0.87,Meeting Target,2.945
393,11X178,40.875146,-73.833095,"0K,01,02,03,04,05",No,0.535,0.03,0.02,0.64,0.27,0.91,0.04,0.95,0.15,0.93,0.83,0.88,0.78,Meeting Target,2.505
394,11X180,40.873204,-73.832178,"06,07,08",No,0.504,0.01,0.03,0.69,0.23,0.92,0.03,0.95,0.13,0.87,0.94,0.86,0.94,Meeting Target,2.71
395,11X181,40.874988,-73.832178,"06,07,08",No,0.534,0.03,0.05,0.63,0.26,0.89,0.04,0.93,0.21,0.87,0.9,0.86,0.77,Meeting Target,2.665
396,11X189,40.883064000000005,-73.830908,"PK,0K,01,02,03,04,05",No,0.742,0.04,0.0,0.54,0.41,0.96,0.02,0.92,0.3,0.88,0.92,0.84,0.84,Meeting Target,2.455
397,11X194,40.835236,-73.846547,"0K,01,02,03,04,05,06,07,08",No,0.764,0.14,0.33,0.08,0.53,0.61,0.04,0.95,0.16,0.92,0.87,0.85,0.76,Meeting Target,2.66
398,11X287,40.880634,-73.860155,"06,07,08,SE",No,0.737,0.08,0.03,0.58,0.33,0.92,0.01,0.89,0.39,0.86,0.84,0.78,0.73,Approaching Target,2.06
399,11X289,40.880634,-73.860155,"06,07,08,SE",Yes,0.731,0.12,0.02,0.7,0.25,0.95,0.02,0.91,0.33,0.9,0.9,0.74,0.75,Approaching Target,2.125
400,11X326,40.86206,-73.864588,"06,07,08",No,0.778,0.16,0.08,0.26,0.57,0.83,0.09,0.92,0.27,0.91,0.92,0.85,0.78,Meeting Target,2.2699999999999996
401,11X355,40.886043,-73.840576,"06,07,08",No,0.7290000000000001,0.07,0.05,0.61,0.31,0.92,0.02,0.93,0.26,0.84,0.89,0.82,0.84,Approaching Target,2.08
402,11X370,40.880634,-73.860155,"06,07,08",Yes,0.7709999999999999,0.19,0.04,0.5,0.4,0.9,0.03,0.88,0.46,0.93,0.88,0.81,0.77,Approaching Target,2.0949999999999998
403,11X462,40.883064000000005,-73.830908,"06,07,08",No,0.631,0.03,0.0,0.67,0.29,0.97,0.02,0.93,0.22,0.91,0.84,0.86,0.78,Meeting Target,2.51
404,11X468,40.86206,-73.864588,"06,07,08",No,0.705,0.11,0.07,0.18,0.64,0.82,0.1,0.93,0.17,0.86,0.93,0.9,0.83,Meeting Target,2.41
405,11X498,40.845031,-73.85797600000001,"0K,01,02,03,04,05,06,07,08",No,0.647,0.06,0.07,0.12,0.65,0.78,0.14,0.95,0.1,0.91,0.88,0.87,0.82,Meeting Target,2.705
406,11X529,40.886043,-73.840576,"06,07,08",No,0.701,0.07,0.03,0.6,0.32,0.93,0.02,0.93,0.24,0.89,0.9,0.84,0.79,Meeting Target,2.325
407,11X532,40.886043,-73.840576,"06,07,08",No,0.7020000000000001,0.05,0.01,0.68,0.27,0.95,0.01,0.93,0.26,0.85,0.83,0.89,0.8,Meeting Target,2.385
408,11X556,40.86206,-73.864588,"06,07,08",No,0.77,0.16,0.07,0.26,0.57,0.83,0.09,0.92,0.27,0.89,0.88,0.8,0.84,Approaching Target,2.17
409,11X566,40.864290000000004,-73.836566,"06,07,08",No,0.7140000000000001,0.07,0.02,0.67,0.27,0.95,0.02,0.92,0.31,0.84,0.91,0.87,0.78,Meeting Target,2.255
411,12X006,40.840605,-73.88219000000001,"PK,0K,01,02,03,04,05",No,0.932,0.1,0.01,0.25,0.72,0.97,0.01,0.89,0.45,0.89,0.88,0.83,0.82,Approaching Target,2.17
412,12X044,40.842605,-73.890915,"PK,0K,01,02,03,04,05",No,0.919,0.16,0.0,0.31,0.68,0.98,0.01,0.9,0.4,0.94,0.73,0.72,0.81,Approaching Target,2.3049999999999997
413,12X047,40.832525,-73.866982,"0K,01,02,03,04,05",No,0.856,0.25,0.12,0.16,0.68,0.84,0.02,0.93,0.24,0.97,0.94,0.96,0.85,Meeting Target,2.29
414,12X057,40.848711,-73.888912,"PK,0K,01,02,03,04,05",No,0.899,0.14,0.0,0.24,0.71,0.95,0.01,0.9,0.42,0.95,0.95,0.95,0.84,Meeting Target,2.3049999999999997
415,12X061,40.836359,-73.89275,"PK,0K,01,02,03,04,05",No,0.87,0.07,0.0,0.22,0.76,0.99,0.0,0.94,0.17,0.94,0.87,0.92,0.89,Meeting Target,2.3049999999999997
416,12X066,40.831394,-73.886584,"PK,0K,01,02,03,04,05",No,0.892,0.12,0.0,0.27,0.71,0.98,0.02,0.92,0.31,0.87,0.85,0.87,0.82,Approaching Target,2.2
417,12X067,40.843884,-73.88431700000001,"PK,0K,01,02,03,04,05",No,0.9079999999999999,0.07,0.01,0.25,0.74,0.99,0.0,0.91,0.38,0.87,0.84,0.85,0.8,Meeting Target,2.245
418,12X092,40.846334999999996,-73.889323,"PK,0K,01,02,03,04,05",Yes,0.9229999999999999,0.19,0.01,0.19,0.77,0.96,0.01,0.9,0.42,0.82,0.78,0.81,0.85,Approaching Target,1.95
419,12X098,40.835821,-73.89098299999999,"06,07,08",No,0.865,0.21,0.01,0.29,0.67,0.96,0.02,0.9,0.35,0.85,0.9,0.76,0.91,Meeting Target,2.11
420,12X129,40.845682000000004,-73.88653199999999,"06,07,08",No,0.91,0.14,0.02,0.32,0.63,0.95,0.01,0.92,0.28,0.89,0.92,0.86,0.83,Exceeding Target,2.255
421,12X134,40.831595,-73.894227,"PK,0K,01,02,03,04,05",No,0.889,0.11,0.01,0.46,0.5,0.96,0.02,0.91,0.37,0.83,0.84,0.87,0.82,Meeting Target,2.34
422,12X150,40.826198,-73.894273,"PK,0K,01,02,03,04,05",No,0.877,0.22,0.01,0.21,0.76,0.97,0.01,0.91,0.35,0.92,0.91,0.9,0.84,Approaching Target,2.2249999999999996
423,12X190,40.836359,-73.89275,"06,07,08",No,0.852,0.1,0.01,0.25,0.71,0.96,0.01,0.93,0.24,0.87,0.84,0.8,0.77,Meeting Target,2.2350000000000003
424,12X195,40.830906,-73.87749699999999,"02,03,04,05",No,0.9129999999999999,0.26,0.02,0.16,0.8,0.96,0.0,0.92,0.29,0.9,0.91,0.89,0.85,Approaching Target,2.13
425,12X196,40.830906,-73.87749699999999,"02,03,04,05",No,0.8590000000000001,0.29,0.01,0.18,0.78,0.95,0.01,0.93,0.27,0.82,0.74,0.79,0.76,Approaching Target,2.3150000000000004
426,12X211,40.84385,-73.890063,"PK,0K,01,02,03,04,05,06,07,08",Yes,0.8690000000000001,0.24,0.0,0.15,0.84,0.98,0.01,0.92,0.3,0.87,0.79,0.86,0.82,Meeting Target,2.29
427,12X212,40.828715,-73.900452,"PK,0K,01,02,03,04,05,06,07,08",No,0.8909999999999999,0.19,0.01,0.35,0.61,0.95,0.01,0.91,0.35,0.89,0.9,0.84,0.78,Meeting Target,2.205
428,12X214,40.839183,-73.88028,"PK,0K,01,02,03,04,05,06,07,08",No,0.867,0.1,0.02,0.25,0.7,0.95,0.01,0.91,0.33,0.85,0.89,0.82,0.78,Meeting Target,2.3
429,12X217,40.822084000000004,-73.894038,"06,07,08",Yes,0.87,0.21,0.03,0.28,0.67,0.96,0.01,0.9,0.38,0.79,0.77,0.71,0.82,Approaching Target,2.045
430,12X242,40.831694,-73.877464,"06,07,08,SE",No,0.795,0.1,0.04,0.18,0.76,0.94,0.01,0.94,0.22,0.82,0.87,0.89,0.74,Meeting Target,2.335
431,12X267,40.827387,-73.900529,"06,07,08,09,10,11,12",No,0.835,0.12,0.02,0.21,0.77,0.98,0.0,0.94,0.13,0.93,0.97,0.91,0.87,Exceeding Target,2.335
432,12X271,40.836839000000005,-73.887671,"06,07,08,09,10,11,12",Yes,0.853,0.11,0.01,0.26,0.72,0.98,0.01,0.87,0.48,0.85,0.91,0.84,0.75,Meeting Target,2.1950000000000003
433,12X273,40.848711,-73.888912,"06,07,08",No,0.823,0.08,0.01,0.3,0.67,0.97,0.01,0.9,0.37,0.81,0.92,0.8,0.78,Approaching Target,2.2199999999999998
434,12X286,40.831394,-73.886584,"06,07,08,SE",Yes,0.843,0.16,0.01,0.26,0.71,0.97,0.01,0.92,0.2,0.89,0.94,0.86,0.8,Meeting Target,2.2
435,12X300,40.84624,-73.887388,"PK,0K,01,02,03,04,05",No,0.917,0.14,0.0,0.39,0.59,0.98,0.01,0.89,0.46,0.93,0.94,0.91,0.88,Approaching Target,2.165
437,12X316,40.845682000000004,-73.88653199999999,"06,07,08",No,0.841,0.09,0.02,0.3,0.65,0.95,0.02,0.94,0.19,0.92,0.93,0.86,0.8,Meeting Target,2.475
438,12X318,40.84385,-73.890063,"06,07,08",No,0.878,0.19,0.01,0.27,0.7,0.97,0.02,0.88,0.38,0.85,0.79,0.83,0.79,Meeting Target,2.1550000000000002
439,12X341,40.842605,-73.890915,"06,07,08",No,0.903,0.18,0.02,0.25,0.69,0.95,0.03,0.88,0.4,0.85,0.91,0.83,0.8,Meeting Target,2.135
440,12X372,40.843884,-73.88431700000001,"06,07,08,09,10,11,12",No,0.809,0.11,0.01,0.27,0.69,0.96,0.02,0.87,0.42,0.9,0.76,0.83,0.78,Meeting Target,2.255
441,12X383,40.839183,-73.88028,"06,07,08",No,0.8390000000000001,0.21,0.04,0.25,0.64,0.89,0.02,0.9,0.37,0.76,0.84,0.82,0.83,Meeting Target,2.2750000000000004
442,12X384,40.822084000000004,-73.894038,"06,07,08",Yes,0.868,0.33,0.02,0.16,0.8,0.96,0.01,0.92,0.23,0.74,0.73,0.8,0.77,Approaching Target,2.005
443,12X463,40.828715,-73.900452,"PK,0K,01,02,03,04,05",Yes,0.915,0.16,0.01,0.47,0.52,0.99,0.01,0.92,0.33,0.96,0.91,0.89,0.87,Meeting Target,2.115
444,12X531,40.838212,-73.866026,"PK,0K,01,02,03,04,05",No,0.848,0.21,0.11,0.26,0.59,0.85,0.02,0.93,0.24,0.88,0.89,0.87,0.83,Approaching Target,2.17
445,12X536,40.838212,-73.866026,"PK,0K,01,02,03,04,05",No,0.853,0.21,0.06,0.2,0.71,0.91,0.02,0.91,0.36,0.97,0.93,0.96,0.83,Meeting Target,2.3
