,Location Code,District,Latitude,Longitude,Zip,Grades,Community School?,Economic Need Index,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Strong Family-Community Ties %,Student Achievement Rating,Total Proficiency,Grade_cats,SA_Rating_Approaching Target,SA_Rating_Exceeding Target,SA_Rating_Meeting Target,SA_Rating_Not Meeting Target,Community_School_Yes
279,09X199,9,40.843553,-73.920665,10452,"PK,0K,01,02,03,04,05",No,0.9009999999999999,0.29,0.0,0.3,0.67,0.97,0.01,0.34,0.87,0.79,0.87,0.82,Approaching Target,4.52,Elem_Middle,1,0,0,0,0
280,09X204,9,40.849995,-73.915226,10453,"0K,01,02,03,04,05",No,0.865,0.1,0.01,0.29,0.67,0.96,0.02,0.18,0.89,0.95,0.92,0.87,Exceeding Target,5.109999999999999,Elem_Middle,0,1,0,0,0
281,09X215,9,40.833708,-73.903937,10456,"05,06,07,08",No,0.8390000000000001,0.15,0.06,0.45,0.48,0.93,0.0,0.12,0.88,0.86,0.84,0.75,Meeting Target,5.15,Elem_Middle,0,0,1,0,0
282,09X218,9,40.835694000000004,-73.919663,10452,"0K,01,02,03,04,05,06,07,08",No,0.861,0.31,0.04,0.05,0.89,0.94,0.01,0.18,0.89,0.84,0.89,0.82,Meeting Target,5.01,Elem_Middle,0,0,1,0,0
283,09X219,9,40.833708,-73.903937,10456,"06,07,08",Yes,0.929,0.31,0.01,0.37,0.61,0.98,0.01,0.35,0.82,0.66,0.81,0.7,Approaching Target,3.9,Elem_Middle,1,0,0,0,1
284,09X229,9,40.841563,-73.929604,10453,"05,06,07,08",No,0.885,0.2,0.01,0.35,0.63,0.98,0.01,0.38,0.78,0.65,0.83,0.81,Approaching Target,4.09,Elem_Middle,1,0,0,0,0
285,09X231,9,40.845324,-73.89739200000001,10457,"09,10,11,12",No,0.705,0.04,0.0,0.58,0.39,0.97,0.0,0.18,0.82,0.86,0.77,0.85,Approaching Target,4.34,with_high,1,0,0,0,0
286,09X232,9,40.849461,-73.915529,10453,"06,07,08",No,0.872,0.39,0.0,0.2,0.79,0.99,0.01,0.25,0.78,0.65,0.82,0.78,Meeting Target,4.43,Elem_Middle,0,0,1,0,0
287,09X236,9,40.848826,-73.909699,10453,"PK,0K,01,02,03,04,05",No,0.882,0.12,0.0,0.29,0.68,0.98,0.02,0.2,0.93,0.93,0.92,0.87,Approaching Target,4.47,Elem_Middle,1,0,0,0,0
288,09X241,9,40.839457,-73.901895,10457,"06,07,08,09,10,11,12",No,0.8220000000000001,0.11,0.01,0.34,0.64,0.98,0.01,0.26,0.82,0.82,0.8,0.77,Meeting Target,4.7,with_high,0,0,1,0,0
291,09X303,9,40.849461,-73.915529,10453,"06,07,08",No,0.9009999999999999,0.16,0.0,0.23,0.75,0.98,0.01,0.27,0.82,0.93,0.86,0.8,Meeting Target,4.5600000000000005,Elem_Middle,0,0,1,0,0
293,09X313,9,40.840589,-73.90454,10457,"06,07,08",Yes,0.8809999999999999,0.32,0.01,0.32,0.67,0.99,0.0,0.42,0.73,0.8,0.78,0.75,Meeting Target,4.1,Elem_Middle,0,0,1,0,1
294,09X323,9,40.832278,-73.914142,10456,"06,07,08",No,0.892,0.27,0.03,0.3,0.66,0.95,0.01,0.45,0.81,0.78,0.81,0.78,Meeting Target,4.38,Elem_Middle,0,0,1,0,0
295,09X324,9,40.828111,-73.917661,10456,"06,07,08,09,10,11,12",Yes,0.8190000000000001,0.14,0.03,0.29,0.66,0.95,0.02,0.23,0.9,0.94,0.84,0.74,Meeting Target,4.33,with_high,0,0,1,0,1
296,09X325,9,40.827748,-73.91377299999999,10456,"05,06,07,08",Yes,0.8909999999999999,0.36,0.01,0.3,0.67,0.97,0.01,0.36,0.77,0.75,0.84,0.84,Approaching Target,3.9699999999999998,Elem_Middle,1,0,0,0,1
297,09X327,9,40.842811,-73.916384,10452,"06,07,08,09,10,11,12",No,0.862,0.1,0.0,0.22,0.77,0.99,0.01,0.21,0.93,0.94,0.85,0.79,Exceeding Target,5.67,with_high,0,1,0,0,0
298,09X328,9,40.827748,-73.91377299999999,10456,"06,07,08",Yes,0.938,0.25,0.01,0.33,0.65,0.98,0.0,0.38,0.9,0.93,0.84,0.8,Approaching Target,4.1,Elem_Middle,1,0,0,0,1
299,09X339,9,40.840589,-73.90454,10457,"06,07,08",Yes,0.9129999999999999,0.28,0.01,0.28,0.7,0.98,0.01,0.31,0.82,0.75,0.77,0.77,Approaching Target,4.09,Elem_Middle,1,0,0,0,1
300,09X350,9,40.839653999999996,-73.911386,10457,"06,07,08,09,10,11,12",No,0.92,0.34,0.0,0.3,0.67,0.98,0.0,0.74,0.66,0.71,0.93,0.78,Approaching Target,3.8099999999999996,with_high,1,0,0,0,0
301,09X361,9,40.838201,-73.928084,10452,"06,07,08",No,0.8859999999999999,0.2,0.01,0.25,0.73,0.98,0.01,0.2,0.94,0.93,0.94,0.85,Meeting Target,4.4399999999999995,Elem_Middle,0,0,1,0,0
302,09X413,9,40.839653999999996,-73.911386,10457,"06,07,08,09,10,11,12",No,0.8009999999999999,0.06,0.08,0.33,0.57,0.9,0.01,0.11,0.9,0.92,0.82,0.81,Meeting Target,5.1,with_high,0,0,1,0,0
303,09X443,9,40.832033,-73.917519,10456,"0K,01,02,03,04,05",No,0.898,0.32,0.04,0.28,0.66,0.94,0.01,0.31,0.95,0.93,0.9,0.83,Meeting Target,4.460000000000001,Elem_Middle,0,0,1,0,0
304,09X449,9,40.828111,-73.917661,10456,"0K,01,02,03,04,05",No,0.8759999999999999,0.22,0.05,0.3,0.62,0.92,0.01,0.24,0.93,0.9,0.88,0.9,Approaching Target,4.32,Elem_Middle,1,0,0,0,0
305,09X454,9,40.828111,-73.917661,10456,"06,07,08",No,0.86,0.2,0.02,0.26,0.7,0.96,0.01,0.29,0.96,0.98,0.95,0.84,Exceeding Target,5.29,Elem_Middle,0,1,0,0,0
306,09X457,9,40.832033,-73.917519,10456,"0K,01,02,03,04,05",No,0.909,0.19,0.01,0.3,0.67,0.97,0.01,0.38,0.9,0.92,0.84,0.87,Meeting Target,4.49,Elem_Middle,0,0,1,0,0
307,09X505,9,40.827571999999996,-73.918927,10451,"07,08,09,10,11,12",No,0.8029999999999999,0.06,0.01,0.24,0.71,0.96,0.01,0.14,0.82,0.8,0.8,0.71,Exceeding Target,5.26,with_high,0,1,0,0,0
309,09X568,9,40.848521000000005,-73.908447,10453,"06,07,08,09,10,11,12",No,0.816,0.05,0.02,0.39,0.58,0.97,0.01,0.17,0.94,0.98,0.86,0.84,Exceeding Target,5.48,with_high,0,1,0,0,0
310,10X003,10,40.850163,-73.89165600000001,10457,"PK,0K,01,02,03,04,05,06,07,08",No,0.8640000000000001,0.1,0.02,0.29,0.68,0.97,0.0,0.37,0.97,0.9,0.87,0.83,Meeting Target,4.890000000000001,Elem_Middle,0,0,1,0,0
311,10X007,10,40.881668,-73.905862,10463,"0K,01,02,03,04,05",No,0.746,0.2,0.05,0.06,0.79,0.85,0.09,0.05,0.97,0.97,0.98,0.88,Meeting Target,5.6,Elem_Middle,0,0,1,0,0
312,10X008,10,40.872553,-73.883365,10458,"0K,01,02,03,04,05",No,0.8,0.25,0.05,0.11,0.77,0.88,0.07,0.29,0.89,0.9,0.93,0.79,Exceeding Target,5.07,Elem_Middle,0,1,0,0,0
313,10X009,10,40.856803,-73.898907,10458,"PK,0K,01,02,03,04,05",No,0.9229999999999999,0.27,0.01,0.16,0.8,0.96,0.01,0.4,0.91,0.87,0.88,0.83,Meeting Target,4.550000000000001,Elem_Middle,0,0,1,0,0
314,10X015,10,40.859165000000004,-73.909733,10453,"0K,01,02,03,04,05,06,07,08",No,0.852,0.07,0.01,0.13,0.85,0.98,0.0,0.16,0.86,0.86,0.85,0.84,Exceeding Target,5.41,Elem_Middle,0,1,0,0,0
315,10X020,10,40.869618,-73.879012,10458,"PK,0K,01,02,03,04,05,06,07,08",No,0.8059999999999999,0.19,0.09,0.08,0.73,0.82,0.08,0.29,0.88,0.82,0.84,0.75,Meeting Target,4.66,Elem_Middle,0,0,1,0,0
316,10X023,10,40.853359999999995,-73.894798,10457,"PK,0K,01,02",No,0.905,0.13,0.0,0.37,0.62,0.99,0.01,0.34,0.79,0.89,0.82,0.81,Meeting Target,4.27,Elem_Middle,0,0,1,0,0
317,10X024,10,40.887662,-73.91356999999999,10463,"0K,01,02,03,04,05",No,0.22699999999999998,0.03,0.09,0.06,0.42,0.48,0.39,0.13,0.82,0.71,0.86,0.85,Meeting Target,5.96,Elem_Middle,0,0,1,0,0
318,10X032,10,40.852095,-73.885739,10458,"0K,01,02,03,04,05",No,0.925,0.13,0.01,0.25,0.71,0.96,0.03,0.28,0.97,0.96,0.96,0.84,Meeting Target,4.73,Elem_Middle,0,0,1,0,0
319,10X033,10,40.861675,-73.90163299999999,10468,"PK,0K,01,02,03,04,05",No,0.91,0.26,0.02,0.1,0.84,0.94,0.02,0.31,0.88,0.89,0.91,0.91,Meeting Target,4.48,Elem_Middle,0,0,1,0,0
320,10X037,10,40.87984,-73.910788,10463,"0K,01,02,03,04,05,06,07,08",No,0.752,0.15,0.02,0.23,0.72,0.95,0.02,0.33,0.93,0.92,0.85,0.88,Meeting Target,4.92,Elem_Middle,0,0,1,0,0
321,10X045,10,40.858431,-73.887039,10458,"06,07,08",No,0.8859999999999999,0.17,0.01,0.16,0.78,0.94,0.04,0.32,0.87,0.86,0.82,0.73,Approaching Target,4.42,Elem_Middle,1,0,0,0,0
322,10X046,10,40.858431,-73.887039,10458,"0K,01,02,03,04,05",No,0.9059999999999999,0.4,0.03,0.15,0.8,0.95,0.02,0.29,0.9,0.87,0.89,0.81,Meeting Target,4.32,Elem_Middle,0,0,1,0,0
323,10X051,10,40.850632,-73.88653000000001,10457,"0K,01,02,03,04,05",No,0.7140000000000001,0.04,0.03,0.37,0.59,0.96,0.02,0.21,0.99,0.9,0.98,0.83,Approaching Target,5.03,Elem_Middle,1,0,0,0,0
324,10X054,10,40.864937,-73.887793,10458,"PK,0K,01,02,03,04,05",No,0.8959999999999999,0.26,0.02,0.27,0.7,0.97,0.01,0.25,0.91,0.87,0.88,0.84,Meeting Target,4.470000000000001,Elem_Middle,0,0,1,0,0
325,10X056,10,40.872439,-73.875912,10467,"0K,01,02,03,04,05",No,0.821,0.14,0.22,0.08,0.63,0.71,0.06,0.25,0.97,0.93,0.93,0.82,Exceeding Target,5.71,Elem_Middle,0,1,0,0,0
326,10X059,10,40.85306,-73.89342099999999,10457,"PK,0K,01,02,03,04,05",No,0.934,0.15,0.01,0.27,0.68,0.96,0.01,0.38,0.94,0.94,0.92,0.92,Meeting Target,4.43,Elem_Middle,0,0,1,0,0
327,10X080,10,40.876823,-73.88124,10467,"06,07,08",Yes,0.8270000000000001,0.31,0.13,0.13,0.67,0.81,0.05,0.38,0.87,0.79,0.81,0.74,Meeting Target,4.23,Elem_Middle,0,0,1,0,1
328,10X081,10,40.903455,-73.904682,10471,"0K,01,02,03,04,05",No,0.35700000000000004,0.08,0.08,0.1,0.49,0.59,0.3,0.17,0.93,0.92,0.99,0.9,Meeting Target,5.890000000000001,Elem_Middle,0,0,1,0,0
329,10X085,10,40.858852,-73.894829,10458,"0K,01,02,03,04,05",Yes,0.925,0.22,0.01,0.29,0.69,0.98,0.0,0.35,0.84,0.82,0.82,0.81,Approaching Target,4.07,Elem_Middle,1,0,0,0,1
330,10X086,10,40.869847,-73.898263,10468,"PK,0K,01,02,03,04,05,06",No,0.878,0.3,0.04,0.08,0.86,0.94,0.01,0.2,0.95,0.95,0.93,0.83,Exceeding Target,5.27,Elem_Middle,0,1,0,0,0
331,10X091,10,40.858715999999994,-73.90740799999999,10453,"0K,01,02,03,04,05",No,0.903,0.38,0.03,0.18,0.76,0.94,0.02,0.36,0.82,0.76,0.8,0.78,Exceeding Target,4.85,Elem_Middle,0,1,0,0,0
332,10X094,10,40.88051,-73.87526700000001,10467,"0K,01,02,03,04,05",No,0.862,0.26,0.11,0.16,0.68,0.84,0.03,0.34,0.86,0.86,0.88,0.82,Approaching Target,4.390000000000001,Elem_Middle,1,0,0,0,0
333,10X095,10,40.883022,-73.891672,10463,"PK,0K,01,02,03,04,05,06,07,08",No,0.7859999999999999,0.19,0.07,0.17,0.7,0.87,0.04,0.29,0.85,0.71,0.84,0.87,Meeting Target,4.82,Elem_Middle,0,0,1,0,0
334,10X118,10,40.848559,-73.89256999999999,10457,"06,07,08",No,0.843,0.11,0.15,0.21,0.6,0.81,0.03,0.26,0.84,0.76,0.83,0.69,Meeting Target,5.13,Elem_Middle,0,0,1,0,0
335,10X141,10,40.887701,-73.913605,10463,"06,07,08,09,10,11,12",No,0.418,0.07,0.07,0.1,0.56,0.66,0.26,0.13,0.84,0.81,0.82,0.75,Meeting Target,5.67,with_high,0,0,1,0,0
336,10X159,10,40.855521,-73.893276,10457,"0K,01,02,03,04,05",No,0.907,0.3,0.0,0.08,0.9,0.98,0.01,0.26,0.99,0.99,0.96,0.93,Meeting Target,4.76,Elem_Middle,0,0,1,0,0
337,10X205,10,40.855742,-73.881407,10458,"0K,01,02,03,04,05",No,0.887,0.2,0.01,0.15,0.79,0.94,0.05,0.26,0.88,0.91,0.93,0.83,Meeting Target,4.91,Elem_Middle,0,0,1,0,0
338,10X206,10,40.859604,-73.906275,10468,"05,06,07,08",No,0.909,0.24,0.01,0.19,0.78,0.97,0.01,0.33,0.89,0.91,0.83,0.84,Approaching Target,4.18,Elem_Middle,1,0,0,0,0
339,10X225,10,40.854655,-73.897036,10457,"06,07,08,09,10,11,12",No,0.8059999999999999,0.06,0.01,0.27,0.68,0.95,0.02,0.26,0.84,0.87,0.81,0.76,Meeting Target,4.859999999999999,with_high,0,0,1,0,0
340,10X226,10,40.855568,-73.91622,10453,"PK,0K,01,02,03,04",No,0.903,0.22,0.01,0.23,0.76,0.98,0.0,0.23,0.82,0.8,0.86,0.81,Meeting Target,4.5600000000000005,Elem_Middle,0,0,1,0,0
341,10X228,10,40.861305,-73.891283,10458,"06,07,08",No,0.821,0.04,0.05,0.18,0.72,0.91,0.02,0.02,0.91,0.92,0.92,0.86,Meeting Target,5.36,Elem_Middle,0,0,1,0,0
342,10X243,10,40.859516,-73.88858,10458,"06,07,08,09,10,11,12",No,0.851,0.11,0.02,0.2,0.75,0.95,0.02,0.25,0.84,0.85,0.81,0.74,Meeting Target,4.67,with_high,0,0,1,0,0
343,10X244,10,40.875451,-73.901516,10463,"06,07,08",No,0.85,0.2,0.02,0.11,0.83,0.94,0.03,0.24,0.92,0.88,0.89,0.84,Exceeding Target,5.0,Elem_Middle,0,1,0,0,0
344,10X246,10,40.865975,-73.895314,10468,"0K,01,02,03,04,05,06",No,0.88,0.27,0.02,0.1,0.85,0.95,0.02,0.3,0.81,0.82,0.86,0.84,Meeting Target,4.43,Elem_Middle,0,0,1,0,0
345,10X254,10,40.858858000000005,-73.889841,10458,"06,07,08",No,0.885,0.34,0.03,0.18,0.78,0.95,0.01,0.3,0.77,0.83,0.83,0.76,Exceeding Target,4.45,Elem_Middle,0,1,0,0,0
346,10X279,10,40.854751,-73.905024,10453,"0K,01,02,03,04,05,06,07,08",No,0.9179999999999999,0.29,0.03,0.17,0.79,0.96,0.0,0.26,0.9,0.92,0.88,0.87,Meeting Target,4.59,Elem_Middle,0,0,1,0,0
347,10X280,10,40.877179,-73.881546,10467,"0K,01,02,03,04,05,06,07,08",No,0.8370000000000001,0.12,0.11,0.09,0.74,0.83,0.05,0.22,0.95,0.92,0.96,0.81,Exceeding Target,5.140000000000001,Elem_Middle,0,1,0,0,0
348,10X291,10,40.859165000000004,-73.909733,10453,"0K,01,02,03,04",No,0.9229999999999999,0.24,0.0,0.11,0.88,0.99,0.0,0.3,0.97,0.96,0.97,0.86,Exceeding Target,5.07,Elem_Middle,0,1,0,0,0
349,10X306,10,40.851349,-73.910712,10453,"0K,01,02,03,04,05",No,0.91,0.17,0.01,0.28,0.7,0.98,0.01,0.27,0.86,0.76,0.88,0.84,Meeting Target,4.49,Elem_Middle,0,0,1,0,0
350,10X307,10,40.869145,-73.901836,10468,"PK,0K,01,02,03,04,05",No,0.836,0.25,0.08,0.08,0.82,0.91,0.01,0.16,0.91,0.93,0.9,0.84,Approaching Target,4.7,Elem_Middle,1,0,0,0,0
351,10X308,10,40.885328,-73.878058,10467,"06,07,08",No,0.8240000000000001,0.06,0.02,0.21,0.77,0.97,0.01,0.18,0.89,0.86,0.86,0.73,Meeting Target,5.0600000000000005,Elem_Middle,0,0,1,0,0
352,10X310,10,40.872481,-73.905299,10463,"PK,0K,01,02,03,04,05",No,0.8740000000000001,0.15,0.01,0.09,0.85,0.95,0.03,0.21,0.93,0.84,0.92,0.82,Meeting Target,4.79,Elem_Middle,0,0,1,0,0
353,10X315,10,40.857969,-73.903757,10453,"0K,01,02,03,04,05,06,07,08",No,0.868,0.16,0.01,0.16,0.82,0.98,0.01,0.19,0.95,0.93,0.8,0.87,Exceeding Target,5.07,Elem_Middle,0,1,0,0,0
354,10X331,10,40.851349,-73.910712,10453,"06,07,08",Yes,0.894,0.18,0.01,0.24,0.74,0.98,0.01,0.2,0.85,0.86,0.85,0.84,Meeting Target,4.34,Elem_Middle,0,0,1,0,1
355,10X340,10,40.869429,-73.897161,10468,"0K,01,02,03,04,05",No,0.909,0.23,0.03,0.09,0.85,0.94,0.02,0.3,0.9,0.95,0.93,0.83,Meeting Target,4.8100000000000005,Elem_Middle,0,0,1,0,0
356,10X342,10,40.870295,-73.897019,10468,"06,07,08,09,10,11,12",No,0.857,0.61,0.0,0.0,0.99,1.0,0.0,0.08,0.91,0.93,0.87,0.82,Meeting Target,4.33,with_high,0,0,1,0,0
357,10X344,10,40.883022,-73.891672,10463,"0K,01,02,03,04,05",No,0.42100000000000004,0.03,0.05,0.13,0.6,0.73,0.2,0.11,0.95,0.95,0.94,0.91,Approaching Target,5.69,Elem_Middle,1,0,0,0,0
358,10X360,10,40.874718,-73.902209,10463,"0K,01,02,03,04,05",No,0.794,0.14,0.02,0.11,0.84,0.95,0.03,0.31,0.88,0.82,0.9,0.79,Approaching Target,4.35,Elem_Middle,1,0,0,0,0
359,10X363,10,40.859506,-73.900475,10468,"06,07,08",Yes,0.8859999999999999,0.32,0.02,0.12,0.85,0.96,0.01,0.27,0.92,0.91,0.87,0.8,Meeting Target,4.390000000000001,Elem_Middle,0,0,1,0,1
360,10X368,10,40.87956,-73.909674,10463,"06,07,08,09,10,11,12",No,0.7490000000000001,0.15,0.04,0.1,0.82,0.91,0.04,0.22,0.77,0.73,0.81,0.71,Meeting Target,4.65,with_high,0,0,1,0,0
361,10X382,10,40.855211,-73.90326400000001,10453,"PK,0K,01,02,03,04,05",No,0.9179999999999999,0.3,0.0,0.24,0.75,0.99,0.0,0.2,0.91,0.89,0.9,0.78,Approaching Target,4.529999999999999,Elem_Middle,1,0,0,0,0
362,10X386,10,40.855211,-73.90326400000001,10453,"PK,0K,01,02,03,04,05",No,0.9309999999999999,0.29,0.01,0.15,0.83,0.98,0.01,0.23,0.83,0.83,0.89,0.83,Approaching Target,4.48,Elem_Middle,1,0,0,0,0
363,10X390,10,40.854366999999996,-73.913024,10453,"05,06,07,08",No,0.9109999999999999,0.26,0.01,0.13,0.85,0.98,0.01,0.24,0.84,0.84,0.82,0.77,Approaching Target,4.279999999999999,Elem_Middle,1,0,0,0,0
364,10X391,10,40.854655,-73.897036,10457,"06,07,08",Yes,0.9109999999999999,0.36,0.01,0.25,0.72,0.97,0.01,0.35,0.86,0.84,0.82,0.8,Meeting Target,4.07,Elem_Middle,0,0,1,0,1
365,10X396,10,40.854366999999996,-73.913024,10453,"PK,0K,01,02,03,04",No,0.893,0.18,0.0,0.22,0.76,0.98,0.02,0.23,0.86,0.87,0.87,0.87,Meeting Target,4.68,Elem_Middle,0,0,1,0,0
366,10X447,10,40.855211,-73.90326400000001,10453,"06,07,08",No,0.898,0.31,0.03,0.12,0.84,0.96,0.01,0.26,0.91,0.93,0.86,0.87,Exceeding Target,4.63,Elem_Middle,0,1,0,0,0
367,10X459,10,40.859506,-73.900475,10468,"06,07,08",No,0.8809999999999999,0.26,0.02,0.12,0.84,0.97,0.01,0.27,0.77,0.78,0.83,0.78,Approaching Target,4.11,Elem_Middle,1,0,0,0,0
368,11X016,11,40.90237,-73.854546,10470,"PK,0K,01,02,03,04,05",No,0.772,0.04,0.04,0.58,0.28,0.86,0.02,0.37,0.9,0.87,0.9,0.85,Approaching Target,4.62,Elem_Middle,1,0,0,0,0
369,11X019,11,40.899321,-73.867223,10470,"0K,01,02,03,04,05,06,07,08",No,0.35,0.08,0.04,0.08,0.28,0.36,0.59,0.09,0.96,0.96,0.89,0.83,Approaching Target,5.79,Elem_Middle,1,0,0,0,0
370,11X021,11,40.88794,-73.859406,10466,"0K,01,02,03,04,05",No,0.7829999999999999,0.07,0.01,0.7,0.24,0.94,0.01,0.39,0.88,0.91,0.86,0.79,Approaching Target,4.54,Elem_Middle,1,0,0,0,0
371,11X041,11,40.874682,-73.86787700000001,10467,"0K,01,02,03,04,05",No,0.833,0.09,0.01,0.53,0.43,0.96,0.02,0.39,0.97,0.95,0.94,0.87,Exceeding Target,4.99,Elem_Middle,0,1,0,0,0
372,11X068,11,40.891483,-73.838736,10466,"PK,0K,01,02,03,04,05",No,0.617,0.01,0.02,0.77,0.19,0.95,0.01,0.23,0.87,0.81,0.87,0.82,Meeting Target,4.79,Elem_Middle,0,0,1,0,0
373,11X076,11,40.869164000000005,-73.860906,10469,"0K,01,02,03,04,05",No,0.716,0.13,0.03,0.45,0.42,0.87,0.08,0.25,0.88,0.79,0.88,0.83,Approaching Target,4.609999999999999,Elem_Middle,1,0,0,0,0
374,11X078,11,40.878465000000006,-73.85058000000001,10469,"0K,01,02,03,04,05",No,0.759,0.04,0.01,0.72,0.22,0.94,0.04,0.34,0.89,0.9,0.91,0.8,Approaching Target,4.51,Elem_Middle,1,0,0,0,0
375,11X083,11,40.849167,-73.858861,10462,"0K,01,02,03,04,05,06,07,08",No,0.611,0.12,0.1,0.09,0.49,0.58,0.32,0.11,0.85,0.87,0.84,0.77,Meeting Target,5.359999999999999,Elem_Middle,0,0,1,0,0
376,11X087,11,40.895363,-73.845825,10466,"0K,01,02,03,04,05",No,0.688,0.02,0.06,0.71,0.16,0.87,0.01,0.18,0.91,0.85,0.84,0.82,Meeting Target,4.83,Elem_Middle,0,0,1,0,0
377,11X089,11,40.862563,-73.859202,10469,"PK,0K,01,02,03,04,05,06,07,08",No,0.737,0.21,0.07,0.22,0.54,0.76,0.17,0.22,0.88,0.85,0.82,0.78,Meeting Target,4.59,Elem_Middle,0,0,1,0,0
378,11X096,11,40.861185,-73.868521,10467,"0K,01,02,03,04,05",No,0.774,0.08,0.04,0.25,0.61,0.86,0.09,0.32,0.95,0.94,0.96,0.82,Meeting Target,5.050000000000001,Elem_Middle,0,0,1,0,0
379,11X097,11,40.863071999999995,-73.846947,10469,"PK,0K,01,02,03,04,05",No,0.541,0.04,0.17,0.28,0.36,0.65,0.16,0.2,0.93,0.81,0.92,0.87,Meeting Target,5.24,Elem_Middle,0,0,1,0,0
380,11X103,11,40.892319,-73.861898,10466,"0K,01,02,03,04,05",No,0.813,0.18,0.03,0.53,0.37,0.9,0.03,0.35,0.94,0.94,0.94,0.81,Meeting Target,4.65,Elem_Middle,0,0,1,0,0
381,11X105,11,40.852767,-73.866401,10462,"0K,01,02,03,04,05",No,0.802,0.2,0.08,0.11,0.66,0.77,0.13,0.23,0.88,0.77,0.88,0.73,Meeting Target,5.0,Elem_Middle,0,0,1,0,0
382,11X106,11,40.837105,-73.85484,10462,"PK,0K,01,02,03,04,05",No,0.706,0.14,0.34,0.26,0.35,0.61,0.04,0.23,0.94,0.92,0.92,0.82,Meeting Target,5.3,Elem_Middle,0,0,1,0,0
383,11X108,11,40.854535,-73.852919,10461,"0K,01,02,03,04,05",No,0.55,0.11,0.11,0.07,0.44,0.5,0.37,0.17,0.92,0.8,0.93,0.79,Meeting Target,5.640000000000001,Elem_Middle,0,0,1,0,0
384,11X111,11,40.884355,-73.839263,10466,"PK,0K,01,02,03,04,05",No,0.779,0.08,0.0,0.61,0.36,0.97,0.01,0.34,0.78,0.64,0.79,0.77,Approaching Target,4.27,Elem_Middle,1,0,0,0,0
385,11X112,11,40.884792,-73.84399499999999,10466,"PK,0K,01,02,03,04,05",Yes,0.904,0.05,0.0,0.48,0.5,0.98,0.02,0.44,0.9,0.94,0.91,0.85,Approaching Target,4.17,Elem_Middle,1,0,0,0,1
386,11X121,11,40.866944000000004,-73.85046700000001,10469,"PK,0K,01,02,03,04,05",No,0.6659999999999999,0.06,0.07,0.61,0.26,0.88,0.04,0.26,0.91,0.83,0.95,0.8,Approaching Target,5.140000000000001,Elem_Middle,1,0,0,0,0
387,11X127,11,40.838494,-73.853201,10462,"06,07,08",No,0.716,0.18,0.31,0.23,0.41,0.64,0.04,0.17,0.9,0.93,0.84,0.76,Meeting Target,5.11,Elem_Middle,0,0,1,0,0
388,11X144,11,40.864290000000004,-73.836566,10469,"06,07,08",No,0.691,0.07,0.03,0.65,0.29,0.94,0.02,0.33,0.89,0.91,0.83,0.73,Meeting Target,4.390000000000001,Elem_Middle,0,0,1,0,0
389,11X153,11,40.873045,-73.833345,10475,"0K,01,02,03,04,05",No,0.44299999999999995,0.01,0.09,0.58,0.25,0.84,0.05,0.15,0.9,0.91,0.9,0.85,Meeting Target,5.779999999999999,Elem_Middle,0,0,1,0,0
390,11X160,11,40.864136,-73.82396,10475,"0K,01,02,03,04,05",No,0.512,0.06,0.02,0.6,0.33,0.93,0.02,0.18,0.91,0.9,0.93,0.83,Approaching Target,4.5600000000000005,Elem_Middle,1,0,0,0,0
391,11X169,11,40.880961,-73.839642,10466,"PK,0K,01,02,03,04,05",No,0.672,0.03,0.01,0.72,0.21,0.93,0.02,0.21,0.96,0.93,0.96,0.86,Meeting Target,5.23,Elem_Middle,0,0,1,0,0
392,11X175,11,40.843790000000006,-73.78469100000001,10464,"0K,01,02,03,04,05,06,07,08",No,0.247,0.02,0.06,0.09,0.29,0.38,0.54,0.13,0.93,0.96,0.85,0.87,Meeting Target,5.89,Elem_Middle,0,0,1,0,0
393,11X178,11,40.875146,-73.833095,10475,"0K,01,02,03,04,05",No,0.535,0.03,0.02,0.64,0.27,0.91,0.04,0.15,0.93,0.83,0.88,0.78,Meeting Target,5.01,Elem_Middle,0,0,1,0,0
394,11X180,11,40.873204,-73.832178,10475,"06,07,08",No,0.504,0.01,0.03,0.69,0.23,0.92,0.03,0.13,0.87,0.94,0.86,0.94,Meeting Target,5.42,Elem_Middle,0,0,1,0,0
395,11X181,11,40.874988,-73.832178,10475,"06,07,08",No,0.534,0.03,0.05,0.63,0.26,0.89,0.04,0.21,0.87,0.9,0.86,0.77,Meeting Target,5.33,Elem_Middle,0,0,1,0,0
396,11X189,11,40.883064000000005,-73.830908,10475,"PK,0K,01,02,03,04,05",No,0.742,0.04,0.0,0.54,0.41,0.96,0.02,0.3,0.88,0.92,0.84,0.84,Meeting Target,4.91,Elem_Middle,0,0,1,0,0
397,11X194,11,40.835236,-73.846547,10462,"0K,01,02,03,04,05,06,07,08",No,0.764,0.14,0.33,0.08,0.53,0.61,0.04,0.16,0.92,0.87,0.85,0.76,Meeting Target,5.32,Elem_Middle,0,0,1,0,0
398,11X287,11,40.880634,-73.860155,10467,"06,07,08,SE",No,0.737,0.08,0.03,0.58,0.33,0.92,0.01,0.39,0.86,0.84,0.78,0.73,Approaching Target,4.12,Elem_Middle,1,0,0,0,0
